timestamp_ms,x,y,z,new_x,new_y,new_z,height_m,rpm
1750867564793,2.07804,4.6273,0,1.30304,-0.282703,0,2.40304,3434
1750867564835,2.27577,4.08574,0,1.50077,-0.824262,0,2.60077,3434
1750867564886,2.89944,4.5953,0,2.12444,-0.3147,0,3.22444,3434
1750867564935,3.16576,4.04472,0,2.39076,-0.865278,0,3.49076,3434
1750867564988,3.15961,3.67403,0,2.38461,-1.23597,0,3.48461,3434
1750867565036,3.39368,3.73563,0,2.61868,-1.17437,0,3.71868,3434
1750867565086,3.55121,3.54908,0,2.77621,-1.36092,0,3.87621,3434
1750867565138,3.29046,3.06099,0,2.51546,-1.84901,0,3.61546,3434
1750867565441,3.58821,1.80119,0,2.81321,-3.10881,0,3.91321,3434
1750867565492,3.63631,1.64954,0,2.86131,-3.26046,0,3.96131,3434
1750867565591,3.71508,1.22088,0,2.94008,-3.68912,0,4.04008,3434
1750867565646,3.47421,1.13443,0,2.69921,-3.77557,0,3.79921,3434
1750867565691,3.41925,0.884171,0,2.64425,-4.02583,0,3.74425,3434
1750867565739,3.02485,0.748041,0,2.24985,-4.16196,0,3.34985,3434
1750867565790,2.79976,0.496438,0,2.02476,-4.41356,0,3.12476,3434
1750867565843,2.8375,0.346404,0,2.0625,-4.5636,0,3.1625,3434
1750867565890,2.3625,0.132598,0,1.5875,-4.7774,0,2.6875,3434
1750867565938,2.16898,0.00152356,0,1.39398,-4.90848,0,2.49398,3434
1750867565989,1.86682,-0.202075,0,1.09182,-5.11208,0,2.19182,3434
1750867566039,1.58415,-0.405987,0,0.809145,-5.31599,0,1.90915,3434
1750867566091,1.24339,-0.565685,0,0.468392,-5.47569,0,1.56839,3434
1750867566240,0.149951,-1.08297,0,-0.625049,-5.99297,0,0.474951,3434
1750867566291,-0.150054,-1.28147,0,-0.925054,-6.19147,0,0.174946,3434
1750867566345,0.0848717,-1.37281,0,-0.690128,-6.28281,0,0.409872,3434
1750867566395,0.510626,-1.4779,0,-0.264374,-6.3879,0,0.835626,3434
1750867566546,1.23085,-1.92301,0,0.455849,-6.83301,0,1.55585,3434
1750867566645,1.66174,-2.15544,0,0.88674,-7.06544,0,1.98674,3434
1750867566693,1.91554,-2.34016,0,1.14054,-7.25016,0,2.24054,3434
1750867566740,2.00973,-2.634,0,1.23473,-7.544,0,2.33473,3434
1750867566793,2.207,-2.55332,0,1.432,-7.46332,0,2.532,3434
1750867566844,2.27753,-2.634,0,1.50253,-7.544,0,2.60253,3434
1750867566942,2.47136,-3.01265,0,1.69636,-7.92265,0,2.79636,3434
1750867566996,2.19332,-2.93734,0,1.41832,-7.84734,0,2.51832,3434
1750867567045,2.37324,-3.46448,0,1.59824,-8.37448,0,2.69824,3434
1750867567093,2.46304,-3.52615,0,1.68804,-8.43615,0,2.78804,3434
1750867567144,2.35694,-3.42609,0,1.58194,-8.33609,0,2.68194,3434
1750867567195,2.28517,-3.83801,0,1.51017,-8.74801,0,2.61017,3434
1750867567242,2.10524,-3.7348,0,1.33024,-8.6448,0,2.43024,3434
1750867567296,1.98218,-3.88376,0,1.20718,-8.79376,0,2.30718,3434
