timestamp_ms,x,y,z,new_x,new_y,new_z,height_m,rpm
1750867776097,2.29825,3.97569,0,1.52325,-0.934306,0,2.62325,3636
1750867776151,2.60865,3.98516,0,1.83365,-0.924844,0,2.93365,3636
1750867776202,2.73829,3.77396,0,1.96329,-1.13604,0,3.06329,3636
1750867776250,3.1666,3.77104,0,2.3916,-1.13896,0,3.4916,3636
1750867776302,3.82876,3.80592,0,3.05376,-1.10408,0,4.15376,3636
1750867776501,3.99736,2.5889,0,3.22236,-2.3211,0,4.32236,3636
1750867776551,4.0526,2.36646,0,3.2776,-2.54354,0,4.3776,3636
1750867776600,4.66489,2.48581,0,3.88989,-2.42419,0,4.98989,3636
1750867776657,3.99503,1.82111,0,3.22003,-3.08889,0,4.32003,3636
1750867776700,4.72591,1.87674,0,3.95091,-3.03326,0,5.05091,3636
1750867776749,4.63665,1.61407,0,3.86165,-3.29593,0,4.96165,3636
1750867776803,4.33893,1.45346,0,3.56393,-3.45654,0,4.66393,3636
1750867776849,4.06695,1.07757,0,3.29195,-3.83243,0,4.39195,3636
1750867776903,3.73935,0.942635,0,2.96435,-3.96737,0,4.06435,3636
1750867776951,3.7254,0.682117,0,2.9504,-4.22788,0,4.0504,3636
1750867777002,3.83479,0.544884,0,3.05979,-4.36512,0,4.15979,3636
1750867777061,3.49975,0.431266,0,2.72475,-4.47873,0,3.82475,3636
1750867777103,3.12213,0.207536,0,2.34713,-4.70246,0,3.44713,3636
1750867777152,3.15668,-0.0895499,0,2.38168,-4.99955,0,3.48168,3636
1750867777203,2.91555,-0.363313,0,2.14055,-5.27331,0,3.24055,3636
1750867777253,2.39887,-0.393322,0,1.62387,-5.30332,0,2.72387,3636
1750867777302,2.16112,-0.636782,0,1.38612,-5.54678,0,2.48612,3636
1750867777351,1.89918,-0.835744,0,1.12418,-5.74574,0,2.22418,3636
1750867777403,1.54244,-1.03568,0,0.767445,-5.94568,0,1.86744,3636
1750867777455,1.16086,-1.23181,0,0.385862,-6.14181,0,1.48586,3636
1750867777501,0.763301,-1.38083,0,-0.0116985,-6.29083,0,1.0883,3636
1750867777602,0.0023242,-1.85762,0,-0.772676,-6.76762,0,0.327324,3636
1750867777651,-0.0415369,-1.84847,0,-0.816537,-6.75847,0,0.283463,3636
1750867777803,1.04701,-2.41051,0,0.272011,-7.32051,0,1.37201,3636
1750867777855,1.15393,-2.31655,0,0.378927,-7.22655,0,1.47893,3636
1750867777901,1.39238,-2.4638,0,0.617379,-7.3738,0,1.71738,3636
1750867777956,1.75212,-2.77597,0,0.977123,-7.68597,0,2.07712,3636
1750867778005,2.06014,-2.95368,0,1.28514,-7.86368,0,2.38514,3636
1750867778053,2.23189,-2.89962,0,1.45689,-7.80962,0,2.55689,3636
1750867778106,2.40076,-3.27275,0,1.62576,-8.18275,0,2.72576,3636
1750867778155,2.40122,-3.38033,0,1.62622,-8.29033,0,2.72622,3636
1750867778203,2.19501,-3.01072,0,1.42001,-7.92072,0,2.52001,3636
1750867778258,2.58168,-3.36879,0,1.80668,-8.27879,0,2.90668,3636
1750867778306,2.42719,-3.30598,0,1.65219,-8.21598,0,2.75219,3636
1750867778360,2.34562,-3.48873,0,1.57062,-8.39873,0,2.67062,3636
1750867778403,2.22781,-3.45886,0,1.45281,-8.36886,0,2.55281,3636
1750867778460,2.16447,-3.48672,0,1.38947,-8.39672,0,2.48947,3636
1750867778504,1.90829,-3.40178,0,1.13329,-8.31178,0,2.23329,3636
1750867778560,1.66953,-3.4212,0,0.894529,-8.3312,0,1.99453,3636
1750867778606,1.53717,-3.62213,0,0.762171,-8.53213,0,1.86217,3636
1750867778658,1.1446,-3.54728,0,0.369603,-8.45728,0,1.4696,3636
1750867778708,0.806743,-3.27283,0,0.0317433,-8.18283,0,1.13174,3636
1750867778863,0.0830402,-3.6422,0,-0.69196,-8.5522,0,0.40804,3636
1750867778904,-0.26081,-3.34436,0,-1.03581,-8.25436,0,0.0641897,3636
1750867778957,0.12177,-3.88992,0,-0.65323,-8.79992,0,0.44677,3636
1750867779005,0.315158,-3.72586,0,-0.459842,-8.63586,0,0.640158,3636
