timestamp_ms,x,y,z,new_x,new_y,new_z,height_m,rpm
1750866978444,2.49623,4.68836,0,1.72123,-0.221635,0,2.82123,3632
1750866978488,2.78009,4.33637,0,2.00509,-0.573629,0,3.10509,3632
1750866978537,2.81778,3.98219,0,2.04278,-0.927807,0,3.14278,3632
1750866978638,3.59524,4.20548,0,2.82024,-0.704516,0,3.92024,3632
1750866978691,3.14908,3.34203,0,2.37408,-1.56797,0,3.47408,3632
1750866978741,3.84836,3.34379,0,3.07336,-1.56621,0,4.17336,3632
1750866979044,4.03103,2.24776,0,3.25603,-2.66224,0,4.35603,3632
1750866979090,4.22799,1.73124,0,3.45299,-3.17876,0,4.55299,3632
1750866979139,3.91697,1.57576,0,3.14197,-3.33424,0,4.24197,3632
1750866979191,3.58025,1.25767,0,2.80525,-3.65233,0,3.90525,3632
1750866979241,3.39967,1.0909,0,2.62467,-3.8191,0,3.72467,3632
1750866979292,3.19012,0.957421,0,2.41512,-3.95258,0,3.51512,3632
1750866979341,3.19943,0.682093,0,2.42443,-4.22791,0,3.52443,3632
1750866979391,3.01866,0.509837,0,2.24366,-4.40016,0,3.34366,3632
1750866979441,2.99257,0.282967,0,2.21757,-4.62703,0,3.31757,3632
1750866979491,2.55388,0.117757,0,1.77888,-4.79224,0,2.87888,3632
1750866979539,2.37216,-0.0182498,0,1.59716,-4.92825,0,2.69716,3632
1750866979593,2.13404,-0.29793,0,1.35904,-5.20793,0,2.45904,3632
1750866979644,1.73722,-0.432992,0,0.962217,-5.34299,0,2.06222,3632
1750866979690,1.4116,-0.687953,0,0.636605,-5.59795,0,1.7366,3632
1750866979744,1.04346,-0.856677,0,0.268464,-5.76668,0,1.36846,3632
1750866979792,0.709872,-1.05082,0,-0.0651283,-5.96082,0,1.03487,3632
1750866979895,-0.0676681,-1.33381,0,-0.842668,-6.24381,0,0.257332,3632
1750866979944,-0.0192679,-1.53738,0,-0.794268,-6.44738,0,0.305732,3632
1750866980097,0.90892,-1.85336,0,0.13392,-6.76336,0,1.23392,3632
1750866980141,1.18789,-1.92711,0,0.412892,-6.83711,0,1.51289,3632
1750866980195,1.45563,-2.11161,0,0.680633,-7.02161,0,1.78063,3632
1750866980242,1.61273,-2.21499,0,0.837727,-7.12499,0,1.93773,3632
1750866980293,1.96253,-2.37562,0,1.18753,-7.28562,0,2.28753,3632
1750866980347,2.04963,-2.39672,0,1.27463,-7.30672,0,2.37463,3632
1750866980392,2.29087,-2.60111,0,1.51587,-7.51111,0,2.61587,3632
1750866980441,2.48035,-2.67657,0,1.70535,-7.58657,0,2.80535,3632
1750866980493,2.63955,-2.74212,0,1.86455,-7.65212,0,2.96455,3632
1750866980545,2.50054,-2.79776,0,1.72554,-7.70776,0,2.82554,3632
1750866980598,2.60909,-2.7956,0,1.83409,-7.7056,0,2.93409,3632
1750866980658,2.44827,-2.80383,0,1.67327,-7.71383,0,2.77327,3632
1750866980702,2.1374,-2.67616,0,1.3624,-7.58616,0,2.4624,3632
1750866980745,2.04624,-2.66903,0,1.27124,-7.57903,0,2.37124,3632·
1750866980794,2.06106,-2.85036,0,1.28606,-7.76036,0,2.38606,3632
1750866980853,1.81564,-2.83976,0,1.04064,-7.74976,0,2.14064,3632
