frame_id,timestamp_ms,ball_u,ball_v,aruco_u,aruco_v,rpm
95,1750952157748,-999.0,-999.0,815.75,874.25,3939
96,1750952157796,-999.0,-999.0,816.25,874.25,3939
97,1750952157845,-999.0,-999.0,816.0,873.0,3939
98,1750952157896,-999.0,-999.0,815.25,873.5,3939
99,1750952157946,-999.0,-999.0,816.25,874.5,3939
100,1750952157995,-999.0,-999.0,815.75,873.5,3939
101,1750952158060,-999.0,-999.0,815.25,874.5,3939
102,1750952158103,-999.0,-999.0,815.25,874.5,3939
103,1750952158146,-999.0,-999.0,816.25,873.5,3939
104,1750952158202,-999.0,-999.0,816.25,874.5,3939
105,1750952158246,-999.0,-999.0,816.25,874.5,3939
106,1750952158298,-999.0,-999.0,817.0,874.75,3939
107,1750952158346,-999.0,-999.0,817.0,873.25,3939
108,1750952158397,-999.0,-999.0,816.75,873.75,3939
109,1750952158599,-999.0,-999.0,816.75,875.5,3939
110,1750952158726,-999.0,-999.0,816.0,873.75,3939
111,1750952158854,-999.0,-999.0,816.5,873.0,3939
112,1750952158994,-999.0,-999.0,816.0,873.75,3939
113,1750952159118,-999.0,-999.0,816.25,874.75,3939
114,1750952159246,-999.0,-999.0,816.0,874.75,3939
115,1750952159375,-999.0,-999.0,815.25,874.25,3939
116,1750952159506,-999.0,-999.0,816.75,873.25,3939
117,1750952159633,-999.0,-999.0,816.75,873.25,3939
118,1750952159756,-999.0,-999.0,816.0,873.5,3939
119,1750952159878,-999.0,-999.0,814.25,874.5,3939
120,1750952160005,-999.0,-999.0,816.0,874.5,3939
121,1750952160134,-999.0,-999.0,815.25,873.0,3939
122,1750952160264,-999.0,-999.0,815.75,874.75,3939
123,1750952160394,-999.0,-999.0,817.5,874.25,3939
124,1750952160517,-999.0,-999.0,816.25,874.5,3939
125,1750952160641,-999.0,-999.0,816.75,874.0,3939
126,1750952160765,-999.0,-999.0,816.25,873.0,3939
127,1750952160890,-999.0,-999.0,816.75,874.5,3939
128,1750952161026,-999.0,-999.0,816.5,872.75,3939
129,1750952161148,-999.0,-999.0,815.25,874.0,3939
130,1750952161276,-999.0,-999.0,815.75,874.5,3939
131,1750952161408,-999.0,-999.0,816.5,873.25,3939
132,1750952161536,-999.0,-999.0,816.0,873.75,3939
133,1750952161662,-999.0,-999.0,816.5,874.25,3939
134,1750952161791,-999.0,-999.0,816.0,873.25,3939
135,1750952161912,-999.0,-999.0,815.75,873.5,3939
136,1750952162038,-999.0,-999.0,815.5,873.25,3939
137,1750952162164,-999.0,-999.0,816.75,873.75,3939
138,1750952162285,142.762,381.698,816.25,874.0,3939
139,1750952162410,237.566,271.868,815.25,874.0,3939
140,1750952162535,-999.0,-999.0,816.25,873.5,3939
141,1750952162659,399.435,148.021,816.0,874.25,3939
142,1750952162783,461.724,131.715,814.5,873.25,3939
143,1750952162912,551.443,134.167,814.75,874.0,3939
144,1750952163038,611.745,153.955,815.75,873.75,3939
145,1750952163166,697.351,223.45,816.25,872.75,3939
146,1750952163288,759.812,287.454,816.0,874.0,3939
147,1750952163414,847.248,399.267,815.5,874.0,3939
148,1750952163539,908.207,494.32,816.5,874.75,3939
149,1750952163668,999.0,661.141,816.25,873.0,3939
150,1750952163798,1054.73,790.615,815.5,874.0,3939
151,1750952163927,-999.0,-999.0,816.0,874.25,3939
152,1750952164057,-999.0,-999.0,815.75,874.5,3939
153,1750952164179,1200.68,441.188,816.0,873.25,3939
154,1750952164307,1237.08,391.221,816.5,873.75,3939
