frame_id,timestamp_ms,x,y,z,new_x,new_y,new_z,height_m,rpm
208,1750951064189,2.12696,3.72634,-5.47,1.35196,-1.27366,-0.1,2.45196,2929
209,1750951064320,2.52853,3.45949,-5.47,1.75353,-1.54051,-0.1,2.85353,2929
210,1750951064453,2.8511,2.92914,-5.47,2.0761,-2.07086,-0.1,3.1761,2929
211,1750951064579,2.64453,2.40485,-5.47,1.86953,-2.59515,-0.1,2.96953,2929
212,1750951064704,2.37027,1.84187,-5.47,1.59527,-3.15813,-0.1,2.69527,2929
213,1750951064831,2.91714,0.97526,-5.47,2.14214,-4.02474,-0.1,3.24214,2929
214,1750951064961,1.367,1.09723,-5.47,0.592002,-3.90277,-0.1,1.692,2929
216,1750951065216,0.692518,0.491194,-5.47,-0.082482,-4.50881,-0.1,1.01752,2929
217,1750951065342,-0.182666,8.06344e-05,-5.47,-0.957666,-4.99992,-0.1,0.142334,2929
219,1750951065598,1.09982,-0.690434,-5.47,0.324824,-5.69043,-0.1,1.42482,2929
220,1750951065724,1.87904,-0.805971,-5.47,1.10404,-5.80597,-0.1,2.20404,2929
221,1750951065852,2.67641,-1.47906,-5.47,1.90141,-6.47906,-0.1,3.00141,2929
222,1750951065983,3.34017,-2.39384,-5.47,2.56517,-7.39384,-0.1,3.66517,2929
223,1750951066109,2.26817,-0.920241,-5.47,1.49317,-5.92024,-0.1,2.59317,2929
224,1750951066238,1.98679,-1.65401,-5.47,1.21179,-6.65401,-0.1,2.31179,2929
225,1750951066370,1.33582,-1.97952,-5.47,0.560822,-6.97952,-0.1,1.66082,2929
226,1750951066498,0.820121,-2.46072,-5.47,0.045121,-7.46072,-0.1,1.14512,2929
