frame_id,timestamp_ms,x,y,z,new_x,new_y,new_z,height_m,rpm
2227,1750952268808,2.69444,4.07419,-5.47,1.91944,-0.925815,-0.1,3.01944,3939
2228,1750952268857,3.81889,2.82971,-5.47,3.04389,-2.17029,-0.1,4.14389,3939
2229,1750952268909,4.44761,3.2195,-5.47,3.67261,-1.7805,-0.1,4.77261,3939
2230,1750952268961,3.04036,3.78577,-5.47,2.26536,-1.21423,-0.1,3.36536,3939
2233,1750952269109,4.76448,4.1584,-5.47,3.98948,-0.8416,-0.1,5.08948,3939
2235,1750952269206,4.26583,2.96084,-5.47,3.49083,-2.03916,-0.1,4.59083,3939
2236,1750952269258,4.26721,2.28108,-5.47,3.49221,-2.71892,-0.1,4.59221,3939
2237,1750952269307,4.71328,3.01717,-5.47,3.93828,-1.98283,-0.1,5.03828,3939
2238,1750952269359,6.45702,1.49297,-5.47,5.68202,-3.50703,-0.1,6.78202,3939
2239,1750952269415,5.3952,0.872996,-5.47,4.6202,-4.127,-0.1,5.7202,3939
2240,1750952269458,3.98488,1.54232,-5.47,3.20988,-3.45768,-0.1,4.30988,3939
2241,1750952269508,5.50709,0.330828,-5.47,4.73209,-4.66917,-0.1,5.83209,3939
2242,1750952269560,3.75341,1.26894,-5.47,2.97841,-3.73106,-0.1,4.07841,3939
2243,1750952269609,3.41972,0.867528,-5.47,2.64472,-4.13247,-0.1,3.74472,3939
2244,1750952269659,5.71704,0.381671,-5.47,4.94204,-4.61833,-0.1,6.04204,3939
2245,1750952269708,3.71004,0.691399,-5.47,2.93504,-4.3086,-0.1,4.03504,3939
2246,1750952269761,4.07828,0.296934,-5.47,3.30328,-4.70307,-0.1,4.40328,3939
2247,1750952269807,3.65382,0.148459,-5.47,2.87882,-4.85154,-0.1,3.97882,3939
2248,1750952269864,5.07346,-0.617134,-5.47,4.29846,-5.61713,-0.1,5.39846,3939
2249,1750952269910,3.99288,-1.17098,-5.47,3.21788,-6.17098,-0.1,4.31788,3939
2250,1750952269958,3.95088,-1.06993,-5.47,3.17588,-6.06993,-0.1,4.27588,3939
2251,1750952270010,3.74891,-1.45125,-5.47,2.97391,-6.45125,-0.1,4.07391,3939
2252,1750952270063,2.13491,-0.50894,-5.47,1.35991,-5.50894,-0.1,2.45991,3939
2253,1750952270114,2.8319,-2.16867,-5.47,2.0569,-7.16867,-0.1,3.1569,3939
2254,1750952270159,2.59374,-1.85381,-5.47,1.81874,-6.85381,-0.1,2.91874,3939
2255,1750952270208,0.858263,-1.00638,-5.47,0.0832625,-6.00638,-0.1,1.18326,3939
2256,1750952270262,0.867969,-1.13366,-5.47,0.0929692,-6.13366,-0.1,1.19297,3939
2258,1750952270359,0.0318473,-1.37081,-5.47,-0.743153,-6.37081,-0.1,0.356847,3939
2259,1750952270408,-0.152068,-1.46531,-5.47,-0.927068,-6.46531,-0.1,0.172932,3939
2262,1750952270559,1.1537,-1.95609,-5.47,0.378705,-6.95609,-0.1,1.4787,3939
2263,1750952270612,0.762924,-2.34788,-5.47,-0.0120758,-7.34788,-0.1,1.08792,3939
2264,1750952270661,1.43135,-2.30845,-5.47,0.656349,-7.30845,-0.1,1.75635,3939
2265,1750952270713,1.80328,-2.28344,-5.47,1.02828,-7.28344,-0.1,2.12828,3939
2266,1750952270762,2.8874,-3.77407,-5.47,2.1124,-8.77407,-0.1,3.2124,3939
2267,1750952270825,1.64808,-2.69409,-5.47,0.873078,-7.69409,-0.1,1.97308,3939
2268,1750952270866,1.83949,-2.91331,-5.47,1.06449,-7.91331,-0.1,2.16449,3939
2269,1750952270911,1.80416,-2.7944,-5.47,1.02916,-7.7944,-0.1,2.12916,3939
2270,1750952270964,3.53253,-3.98221,-5.47,2.75753,-8.98221,-0.1,3.85753,3939
