frame_id,timestamp_ms,x,y,z,new_x,new_y,new_z,height_m,rpm
155,1750951476746,2.75318,4.3667,-5.47,1.97818,-0.633296,-0.1,3.07818,3636
156,1750951476874,5.20951,3.31088,-5.47,4.43451,-1.68912,-0.1,5.53451,3636
158,1750951477136,4.0375,2.34829,-5.47,3.2625,-2.65171,-0.1,4.3625,3636
159,1750951477271,5.12972,0.839847,-5.47,4.35472,-4.16015,-0.1,5.45472,3636
160,1750951477401,5.0363,0.896735,-5.47,4.2613,-4.10326,-0.1,5.3613,3636
161,1750951477524,3.6989,1.04415,-5.47,2.9239,-3.95585,-0.1,4.0239,3636
162,1750951477656,4.44524,-0.52872,-5.47,3.67024,-5.52872,-0.1,4.77024,3636
163,1750951477786,2.42184,-0.219106,-5.47,1.64684,-5.21911,-0.1,2.74684,3636
164,1750951477919,1.88764,-0.866332,-5.47,1.11264,-5.86633,-0.1,2.21264,3636
165,1750951478051,2.93119,-1.44532,-5.47,2.15619,-6.44532,-0.1,3.25619,3636
166,1750951478174,-0.0359602,-1.33259,-5.47,-0.81096,-6.33259,-0.1,0.28904,3636
167,1750951478300,0.248802,-1.54716,-5.47,-0.526198,-6.54716,-0.1,0.573802,3636
169,1750951478551,1.33788,-2.47062,-5.47,0.56288,-7.47062,-0.1,1.66288,3636
170,1750951478681,1.94161,-2.4887,-5.47,1.16661,-7.4887,-0.1,2.26661,3636
171,1750951478814,1.99773,-2.65077,-5.47,1.22273,-7.65077,-0.1,2.32273,3636
172,1750951478936,1.91496,-2.88887,-5.47,1.13996,-7.88887,-0.1,2.23996,3636
173,1750951479061,1.18139,-2.67753,-5.47,0.406394,-7.67753,-0.1,1.50639,3636
176,1750951479444,0.737063,-4.13418,-5.47,-0.037937,-9.13418,-0.1,1.06206,3636
