frame_id,timestamp_ms,x,y,z,new_x,new_y,new_z,height_m,rpm
1710,1750951903520,3.25386,3.46918,-5.47,2.47886,-1.53082,-0.1,3.57886,2727
1711,1750951903576,2.51147,4.29592,-5.47,1.73647,-0.704076,-0.1,2.83647,2727
1712,1750951903623,3.57545,2.65284,-5.47,2.80045,-2.34716,-0.1,3.90045,2727
1713,1750951903672,3.75733,3.00117,-5.47,2.98233,-1.99883,-0.1,4.08233,2727
1714,1750951903724,5.26123,3.76412,-5.47,4.48623,-1.23588,-0.1,5.58623,2727
1715,1750951903771,2.20821,3.35715,-5.47,1.43321,-1.64285,-0.1,2.53321,2727
1717,1750951903874,3.70239,2.28268,-5.47,2.92739,-2.71732,-0.1,4.02739,2727
1718,1750951903925,2.65349,3.11006,-5.47,1.87849,-1.88994,-0.1,2.97849,2727
1719,1750951903973,3.03536,3.157,-5.47,2.26036,-1.843,-0.1,3.36036,2727
1720,1750951904023,2.31139,2.85611,-5.47,1.53639,-2.14389,-0.1,2.63639,2727
1721,1750951904078,2.88926,2.9007,-5.47,2.11426,-2.0993,-0.1,3.21426,2727
1722,1750951904123,2.71072,2.56658,-5.47,1.93572,-2.43342,-0.1,3.03572,2727
1723,1750951904180,2.35686,2.36796,-5.47,1.58186,-2.63204,-0.1,2.68186,2727
1724,1750951904226,1.90928,1.92142,-5.47,1.13428,-3.07858,-0.1,2.23428,2727
1725,1750951904272,1.71658,1.94253,-5.47,0.941579,-3.05747,-0.1,2.04158,2727
1726,1750951904326,1.58931,1.67562,-5.47,0.814312,-3.32438,-0.1,1.91431,2727
1727,1750951904371,1.34231,1.64653,-5.47,0.567306,-3.35347,-0.1,1.66731,2727
1729,1750951904476,2.36426,0.356855,-5.47,1.58926,-4.64315,-0.1,2.68926,2727
1730,1750951904524,0.369154,0.923095,-5.47,-0.405846,-4.0769,-0.1,0.694154,2727
1731,1750951904575,1.20474,-0.288109,-5.47,0.42974,-5.28811,-0.1,1.52974,2727
1732,1750951904624,1.45079,0.0564206,-5.47,0.675793,-4.94358,-0.1,1.77579,2727
1734,1750951904725,1.04391,-0.693683,-5.47,0.268908,-5.69368,-0.1,1.36891,2727
1735,1750951904775,0.486544,0.56148,-5.47,-0.288456,-4.43852,-0.1,0.811544,2727
1736,1750951904828,2.3099,-0.269634,-5.47,1.5349,-5.26963,-0.1,2.6349,2727
1737,1750951904874,1.84874,-0.843046,-5.47,1.07374,-5.84305,-0.1,2.17374,2727
1738,1750951904924,0.724828,0.118052,-5.47,-0.0501719,-4.88195,-0.1,1.04983,2727
1739,1750951904974,0.755076,-0.0967828,-5.47,-0.0199243,-5.09678,-0.1,1.08008,2727
1740,1750951905024,1.63157,-0.0215764,-5.47,0.85657,-5.02158,-0.1,1.95657,2727
1741,1750951905074,1.89953,0.253389,-5.47,1.12453,-4.74661,-0.1,2.22453,2727
1742,1750951905123,1.49849,0.00277945,-5.47,0.723494,-4.99722,-0.1,1.82349,2727
1743,1750951905179,3.56415,-0.989146,-5.47,2.78915,-5.98915,-0.1,3.88915,2727
1744,1750951905224,2.09235,-0.241352,-5.47,1.31735,-5.24135,-0.1,2.41735,2727
1745,1750951905288,2.50838,-1.35529,-5.47,1.73338,-6.35529,-0.1,2.83338,2727
1746,1750951905330,2.59918,-1.57416,-5.47,1.82418,-6.57416,-0.1,2.92418,2727
1747,1750951905375,3.134,-1.63347,-5.47,2.359,-6.63347,-0.1,3.459,2727
1748,1750951905430,2.15832,-0.575583,-5.47,1.38332,-5.57558,-0.1,2.48332,2727
1749,1750951905477,2.24744,-1.31329,-5.47,1.47244,-6.31329,-0.1,2.57244,2727
1750,1750951905534,1.80271,-1.13628,-5.47,1.02771,-6.13628,-0.1,2.12771,2727
1751,1750951905580,3.50948,-1.50171,-5.47,2.73448,-6.50171,-0.1,3.83448,2727
