frame_id,timestamp_ms,x,y,z,new_x,new_y,new_z,height_m,rpm
910,1750951682701,2.36851,4.71611,-5.47,1.59351,-0.28389,-0.1,2.69351,3131
911,1750951682747,4.00111,3.69901,-5.47,3.22611,-1.30099,-0.1,4.32611,3131
912,1750951682801,4.39874,3.56714,-5.47,3.62374,-1.43286,-0.1,4.72374,3131
913,1750951682848,3.17487,3.92578,-5.47,2.39987,-1.07422,-0.1,3.49987,3131
914,1750951682902,3.04961,3.70216,-5.47,2.27461,-1.29784,-0.1,3.37461,3131
915,1750951682947,3.37758,3.54912,-5.47,2.60258,-1.45088,-0.1,3.70258,3131
916,1750951683002,3.38873,3.78707,-5.47,2.61373,-1.21293,-0.1,3.71373,3131
917,1750951683054,3.74996,3.45086,-5.47,2.97496,-1.54914,-0.1,4.07496,3131
918,1750951683102,2.97838,2.81158,-5.47,2.20338,-2.18842,-0.1,3.30338,3131
919,1750951683151,3.52659,2.71058,-5.47,2.75159,-2.28942,-0.1,3.85159,3131
920,1750951683200,3.32403,2.46829,-5.47,2.54903,-2.53171,-0.1,3.64903,3131
921,1750951683251,3.60814,2.69753,-5.47,2.83314,-2.30247,-0.1,3.93314,3131
922,1750951683299,4.08042,1.29134,-5.47,3.30542,-3.70866,-0.1,4.40542,3131
923,1750951683349,3.15607,1.87228,-5.47,2.38107,-3.12772,-0.1,3.48107,3131
924,1750951683398,3.90334,0.846234,-5.47,3.12834,-4.15377,-0.1,4.22834,3131
925,1750951683449,4.09234,0.252767,-5.47,3.31734,-4.74723,-0.1,4.41734,3131
926,1750951683504,4.13725,0.614084,-5.47,3.36225,-4.38592,-0.1,4.46225,3131
927,1750951683551,2.13377,1.06148,-5.47,1.35877,-3.93852,-0.1,2.45877,3131
928,1750951683600,2.74082,0.784715,-5.47,1.96582,-4.21529,-0.1,3.06582,3131
929,1750951683653,3.57637,0.0753226,-5.47,2.80137,-4.92468,-0.1,3.90137,3131
933,1750951683851,0.40196,0.0144443,-5.47,-0.37304,-4.98556,-0.1,0.72696,3131
934,1750951683903,1.19223,-0.784316,-5.47,0.417229,-5.78432,-0.1,1.51723,3131
936,1750951684000,-0.25403,-0.380587,-5.47,-1.02903,-5.38059,-0.1,0.0709697,3131
937,1750951684053,-0.200451,-0.035464,-5.47,-0.975451,-5.03546,-0.1,0.124549,3131
938,1750951684105,0.186108,-0.214058,-5.47,-0.588892,-5.21406,-0.1,0.511108,3131
939,1750951684151,1.15938,-2.32739,-5.47,0.384376,-7.32739,-0.1,1.48438,3131
940,1750951684207,0.472238,-1.07354,-5.47,-0.302762,-6.07354,-0.1,0.797238,3131
941,1750951684253,0.839923,-0.699968,-5.47,0.0649228,-5.69997,-0.1,1.16492,3131
942,1750951684302,0.721634,-1.18697,-5.47,-0.0533665,-6.18697,-0.1,1.04663,3131
943,1750951684355,1.24085,-1.11239,-5.47,0.465848,-6.11239,-0.1,1.56585,3131
944,1750951684401,1.69309,-1.16853,-5.47,0.918094,-6.16853,-0.1,2.01809,3131
945,1750951684453,2.0887,-0.826546,-5.47,1.3137,-5.82655,-0.1,2.4137,3131
946,1750951684505,2.2344,-1.52056,-5.47,1.4594,-6.52056,-0.1,2.5594,3131
947,1750951684556,3.01948,-2.79838,-5.47,2.24448,-7.79838,-0.1,3.34448,3131
948,1750951684605,1.63291,-1.73417,-5.47,0.857912,-6.73417,-0.1,1.95791,3131
949,1750951684657,2.24894,-1.35137,-5.47,1.47394,-6.35137,-0.1,2.57394,3131
950,1750951684703,2.2028,-2.15336,-5.47,1.4278,-7.15336,-0.1,2.5278,3131
951,1750951684757,4.2982,-2.73347,-5.47,3.5232,-7.73347,-0.1,4.6232,3131
952,1750951684803,3.69308,-3.49066,-5.47,2.91808,-8.49066,-0.1,4.01808,3131
953,1750951684852,2.16335,-2.02935,-5.47,1.38835,-7.02935,-0.1,2.48835,3131
954,1750951684905,2.07132,-2.30806,-5.47,1.29632,-7.30806,-0.1,2.39632,3131
955,1750951684956,1.41127,-2.29142,-5.47,0.636269,-7.29142,-0.1,1.73627,3131
956,1750951685006,1.66937,-2.82407,-5.47,0.89437,-7.82407,-0.1,1.99437,3131
957,1750951685054,1.64206,-2.78568,-5.47,0.86706,-7.78568,-0.1,1.96706,3131
958,1750951685107,1.45461,-2.58515,-5.47,0.67961,-7.58515,-0.1,1.77961,3131
959,1750951685157,2.58986,-4.24455,-5.47,1.81486,-9.24455,-0.1,2.91486,3131
961,1750951685254,0.720757,-2.77888,-5.47,-0.0542428,-7.77888,-0.1,1.04576,3131
