frame_id,timestamp_ms,x,y,z,new_x,new_y,new_z,height_m,rpm
1490,1750952231863,2.30926,4.66648,-5.47,1.53426,-0.333517,-0.1,2.63426,3939
1491,1750952231909,4.51757,3.88952,-5.47,3.74257,-1.11048,-0.1,4.84257,3939
1492,1750952231959,2.95153,4.37138,-5.47,2.17653,-0.628623,-0.1,3.27653,3939
1493,1750952232012,4.13529,2.62369,-5.47,3.36029,-2.37631,-0.1,4.46029,3939
1494,1750952232062,5.09245,3.12794,-5.47,4.31745,-1.87206,-0.1,5.41745,3939
1498,1750952232263,3.57533,2.67024,-5.47,2.80033,-2.32976,-0.1,3.90033,3939
1499,1750952232310,4.36337,2.56704,-5.47,3.58837,-2.43296,-0.1,4.68837,3939
1500,1750952232360,4.44362,2.47568,-5.47,3.66862,-2.52432,-0.1,4.76862,3939
1501,1750952232411,3.90985,2.01858,-5.47,3.13485,-2.98142,-0.1,4.23485,3939
1502,1750952232463,4.04656,1.30349,-5.47,3.27156,-3.69651,-0.1,4.37156,3939
1503,1750952232518,4.20135,2.07594,-5.47,3.42635,-2.92406,-0.1,4.52635,3939
1504,1750952232562,5.31947,0.533868,-5.47,4.54447,-4.46613,-0.1,5.64447,3939
1505,1750952232613,3.45019,1.16011,-5.47,2.67519,-3.83989,-0.1,3.77519,3939
1506,1750952232668,3.7332,1.42759,-5.47,2.9582,-3.57241,-0.1,4.0582,3939
1507,1750952232711,4.64446,0.0244494,-5.47,3.86946,-4.97555,-0.1,4.96946,3939
1508,1750952232761,3.12386,0.656534,-5.47,2.34886,-4.34347,-0.1,3.44886,3939
1509,1750952232811,5.53777,-0.0179936,-5.47,4.76277,-5.01799,-0.1,5.86277,3939
1510,1750952232864,3.23122,0.478854,-5.47,2.45622,-4.52115,-0.1,3.55622,3939
1511,1750952232911,3.28706,0.348065,-5.47,2.51206,-4.65194,-0.1,3.61206,3939
1512,1750952232964,4.70272,-0.577169,-5.47,3.92772,-5.57717,-0.1,5.02772,3939
1513,1750952233012,1.97371,-0.436338,-5.47,1.19871,-5.43634,-0.1,2.29871,3939
1514,1750952233064,2.33444,-0.915012,-5.47,1.55944,-5.91501,-0.1,2.65944,3939
1515,1750952233117,2.56223,-1.39205,-5.47,1.78723,-6.39205,-0.1,2.88723,3939
1516,1750952233164,1.51026,-0.851102,-5.47,0.73526,-5.8511,-0.1,1.83526,3939
1517,1750952233212,1.43965,-0.63447,-5.47,0.664647,-5.63447,-0.1,1.76465,3939
1518,1750952233264,1.76915,-1.9371,-5.47,0.994147,-6.9371,-0.1,2.09415,3939
1520,1750952233369,-0.276954,-1.47297,-5.47,-1.05195,-6.47297,-0.1,0.0480462,3939
1521,1750952233414,0.60075,-2.58724,-5.47,-0.17425,-7.58724,-0.1,0.92575,3939
1522,1750952233467,0.626558,-2.67396,-5.47,-0.148442,-7.67396,-0.1,0.951558,3939
1525,1750952233617,0.809692,-2.17723,-5.47,0.034692,-7.17723,-0.1,1.13469,3939
1526,1750952233666,2.4357,-3.55125,-5.47,1.6607,-8.55125,-0.1,2.7607,3939
1527,1750952233716,3.08379,-3.31917,-5.47,2.30879,-8.31917,-0.1,3.40879,3939
1528,1750952233766,1.70052,-2.18016,-5.47,0.92552,-7.18016,-0.1,2.02552,3939
1529,1750952233817,1.55743,-2.42881,-5.47,0.782431,-7.42881,-0.1,1.88243,3939
1530,1750952233868,3.26003,-4.17527,-5.47,2.48503,-9.17527,-0.1,3.58503,3939
1531,1750952233915,1.83202,-3.03705,-5.47,1.05702,-8.03705,-0.1,2.15702,3939
1532,1750952233965,2.1812,-3.32774,-5.47,1.4062,-8.32774,-0.1,2.5062,3939
1533,1750952234015,2.16555,-2.902,-5.47,1.39055,-7.902,-0.1,2.49055,3939
