frame_id,timestamp_ms,ball_u,ball_v,aruco_u,aruco_v,rpm
1398,1750952060457,-999.0,-999.0,816.0,874.25,2525
1399,1750952060507,-999.0,-999.0,816.0,873.75,2525
1400,1750952060556,-999.0,-999.0,817.25,873.25,2525
1401,1750952060609,-999.0,-999.0,817.0,874.0,2525
1402,1750952060656,-999.0,-999.0,815.0,873.75,2525
1403,1750952060706,-999.0,-999.0,816.25,874.5,2525
1404,1750952060756,-999.0,-999.0,816.5,873.5,2525
1405,1750952060807,-999.0,-999.0,814.5,874.25,2525
1406,1750952060857,-999.0,-999.0,817.25,874.5,2525
1407,1750952060907,-999.0,-999.0,815.75,874.0,2525
1408,1750952060964,-999.0,-999.0,815.75,873.75,2525
1409,1750952061007,-999.0,-999.0,816.5,874.25,2525
1410,1750952061057,-999.0,-999.0,816.0,873.75,2525
1411,1750952061109,-999.0,-999.0,815.5,873.5,2525
1412,1750952061158,-999.0,-999.0,816.75,874.0,2525
1413,1750952061215,-999.0,-999.0,816.75,872.5,2525
1414,1750952061258,-999.0,-999.0,816.0,873.25,2525
1415,1750952061318,-999.0,-999.0,815.75,874.5,2525
1416,1750952061358,-999.0,-999.0,816.25,873.5,2525
1417,1750952061411,-999.0,-999.0,817.0,873.5,2525
1418,1750952061458,-999.0,-999.0,816.5,874.25,2525
1419,1750952061521,-999.0,-999.0,815.75,875.0,2525
1420,1750952061564,-999.0,-999.0,815.5,873.5,2525
1421,1750952061609,-999.0,-999.0,815.75,874.0,2525
1422,1750952061659,-999.0,-999.0,817.0,874.25,2525
1423,1750952061708,-999.0,-999.0,815.25,874.25,2525
1424,1750952061759,-999.0,-999.0,815.75,874.25,2525
1425,1750952061814,-999.0,-999.0,815.5,874.0,2525
1426,1750952061867,-999.0,-999.0,816.0,875.0,2525
1427,1750952061909,-999.0,-999.0,816.25,874.25,2525
1428,1750952061959,-999.0,-999.0,815.25,873.5,2525
1429,1750952062016,-999.0,-999.0,816.25,874.5,2525
1430,1750952062060,-999.0,-999.0,815.75,873.75,2525
1431,1750952062111,-999.0,-999.0,816.25,874.25,2525
1432,1750952062165,-999.0,-999.0,815.75,873.75,2525
1433,1750952062209,-999.0,-999.0,815.5,874.5,2525
1434,1750952062260,-999.0,-999.0,816.25,874.0,2525
1435,1750952062311,-999.0,-999.0,817.0,874.0,2525
1436,1750952062364,-999.0,-999.0,816.25,874.75,2525
1437,1750952062412,-999.0,-999.0,816.25,873.5,2525
1438,1750952062462,-999.0,-999.0,815.5,875.25,2525
1439,1750952062513,-999.0,-999.0,815.25,874.25,2525
1440,1750952062561,-999.0,-999.0,816.75,874.0,2525
1441,1750952062612,-999.0,-999.0,815.5,875.0,2525
1442,1750952062662,-999.0,-999.0,815.75,873.5,2525
1443,1750952062713,-999.0,-999.0,817.0,874.0,2525
1444,1750952062762,-999.0,-999.0,815.5,873.75,2525
1445,1750952062817,-999.0,-999.0,815.5,873.75,2525
