frame_id,timestamp_ms,x,y,z,new_x,new_y,new_z,height_m,rpm
1541,1750952067647,3.9661,4.06881,-5.47,3.1911,-0.93119,-0.1,4.2911,2525
1542,1750952067701,2.42554,3.72063,-5.47,1.65054,-1.27937,-0.1,2.75054,2525
1543,1750952067746,2.68023,3.39469,-5.47,1.90523,-1.60531,-0.1,3.00523,2525
1544,1750952067801,3.44522,2.89357,-5.47,2.67022,-2.10643,-0.1,3.77022,2525
1545,1750952067849,1.98583,3.45107,-5.47,1.21083,-1.54893,-0.1,2.31083,2525
1546,1750952067896,2.84792,3.58662,-5.47,2.07292,-1.41338,-0.1,3.17292,2525
1547,1750952067949,4.68287,3.08258,-5.47,3.90787,-1.91742,-0.1,5.00787,2525
1548,1750952068000,2.42441,3.15394,-5.47,1.64941,-1.84606,-0.1,2.74941,2525
1549,1750952068050,2.22456,3.21801,-5.47,1.44956,-1.78199,-0.1,2.54956,2525
1550,1750952068101,1.91922,2.71062,-5.47,1.14422,-2.28938,-0.1,2.24422,2525
1551,1750952068148,1.69967,2.78163,-5.47,0.924666,-2.21837,-0.1,2.02467,2525
1552,1750952068200,4.03163,2.23439,-5.47,3.25663,-2.76561,-0.1,4.35663,2525
1553,1750952068248,2.19049,2.50044,-5.47,1.41549,-2.49956,-0.1,2.51549,2525
1554,1750952068301,2.74984,1.23137,-5.47,1.97484,-3.76863,-0.1,3.07484,2525
1555,1750952068350,1.74084,2.22431,-5.47,0.965844,-2.77569,-0.1,2.06584,2525
1556,1750952068399,1.42782,1.95634,-5.47,0.652822,-3.04366,-0.1,1.75282,2525
1557,1750952068449,0.742292,1.80688,-5.47,-0.0327079,-3.19312,-0.1,1.06729,2525
1558,1750952068503,0.902583,1.97658,-5.47,0.127583,-3.02342,-0.1,1.22758,2525
1559,1750952068550,0.579022,1.57388,-5.47,-0.195978,-3.42612,-0.1,0.904022,2525
1560,1750952068602,0.602447,1.7306,-5.47,-0.172553,-3.2694,-0.1,0.927447,2525
1561,1750952068650,-0.268548,1.08488,-5.47,-1.04355,-3.91512,-0.1,0.0564518,2525
1562,1750952068700,-0.0626163,1.35474,-5.47,-0.837616,-3.64526,-0.1,0.262384,2525
1563,1750952068748,1.2266,0.319719,-5.47,0.451602,-4.68028,-0.1,1.5516,2525
1564,1750952068804,1.74407,0.547792,-5.47,0.969075,-4.45221,-0.1,2.06907,2525
1565,1750952068854,1.50535,0.0928995,-5.47,0.730353,-4.9071,-0.1,1.83035,2525
1567,1750952068952,0.643922,0.647029,-5.47,-0.131078,-4.35297,-0.1,0.968922,2525
