frame_id,timestamp_ms,ball_u,ball_v,aruco_u,aruco_v,rpm
98,1750951540711,-999.0,-999.0,815.5,874.5,3333
99,1750951540771,-999.0,-999.0,815.75,874.25,3333
100,1750951540813,-999.0,-999.0,815.75,873.25,3333
101,1750951540863,-999.0,-999.0,815.75,874.0,3333
102,1750951540912,-999.0,-999.0,817.0,874.25,3333
103,1750951540963,-999.0,-999.0,816.75,873.75,3333
104,1750951541013,-999.0,-999.0,815.75,872.75,3333
105,1750951541062,-999.0,-999.0,816.5,874.25,3333
106,1750951541113,-999.0,-999.0,815.0,874.0,3333
107,1750951541165,-999.0,-999.0,816.25,874.0,3333
108,1750951541215,-999.0,-999.0,815.75,874.25,3333
109,1750951541263,-999.0,-999.0,816.25,873.25,3333
110,1750951541314,-999.0,-999.0,815.75,875.25,3333
111,1750951541363,-999.0,-999.0,816.0,873.5,3333
112,1750951541413,-999.0,-999.0,816.25,873.75,3333
113,1750951541464,-999.0,-999.0,815.75,873.75,3333
114,1750951541525,-999.0,-999.0,816.0,873.5,3333
115,1750951541564,-999.0,-999.0,815.5,874.5,3333
116,1750951541622,-999.0,-999.0,816.0,872.25,3333
117,1750951541664,-999.0,-999.0,816.25,874.25,3333
118,1750951541723,-999.0,-999.0,817.25,874.5,3333
119,1750951541767,-999.0,-999.0,815.75,873.5,3333
120,1750951541814,-999.0,-999.0,817.25,873.5,3333
121,1750951541882,-999.0,-999.0,815.25,872.75,3333
122,1750951541930,-999.0,-999.0,816.5,874.25,3333
123,1750951541968,-999.0,-999.0,816.0,873.5,3333
124,1750951542015,-999.0,-999.0,816.0,872.25,3333
125,1750951542066,-999.0,-999.0,816.75,874.0,3333
126,1750951542114,-999.0,-999.0,816.75,874.25,3333
127,1750951542172,-999.0,-999.0,817.5,873.5,3333
128,1750951542215,-999.0,-999.0,815.25,874.25,3333
129,1750951542278,-999.0,-999.0,815.5,874.0,3333
130,1750951542320,-999.0,-999.0,816.5,873.25,3333
131,1750951542365,-999.0,-999.0,815.5,875.0,3333
132,1750951542428,-999.0,-999.0,816.25,875.0,3333
133,1750951542467,-999.0,-999.0,814.25,872.5,3333
134,1750951542522,-999.0,-999.0,816.5,874.75,3333
135,1750951542566,-999.0,-999.0,816.0,873.75,3333
136,1750951542616,-999.0,-999.0,815.75,873.5,3333
137,1750951542667,-999.0,-999.0,815.75,874.25,3333
138,1750951542717,-999.0,-999.0,816.5,874.0,3333
139,1750951542776,-999.0,-999.0,816.5,874.5,3333
140,1750951542820,-999.0,-999.0,816.0,874.5,3333
141,1750951542867,-999.0,-999.0,816.25,874.0,3333
142,1750951542917,-999.0,-999.0,815.0,874.0,3333
143,1750951542968,-999.0,-999.0,815.75,873.5,3333
144,1750951543017,-999.0,-999.0,816.5,874.0,3333
145,1750951543073,-999.0,-999.0,816.25,873.75,3333
146,1750951543118,-999.0,-999.0,815.75,874.5,3333
147,1750951543168,-999.0,-999.0,815.75,874.0,3333
148,1750951543218,-999.0,-999.0,816.0,873.5,3333
149,1750951543274,-999.0,-999.0,815.25,873.25,3333
150,1750951543318,-999.0,-999.0,815.5,874.25,3333
151,1750951543368,-999.0,-999.0,816.25,873.5,3333
152,1750951543421,-999.0,-999.0,816.5,873.5,3333
153,1750951543469,-999.0,-999.0,815.75,874.0,3333
154,1750951543519,-999.0,-999.0,815.25,874.75,3333
155,1750951543574,-999.0,-999.0,816.25,874.25,3333
156,1750951543619,-999.0,-999.0,815.5,874.0,3333
157,1750951543669,-999.0,-999.0,815.25,873.0,3333
158,1750951543719,-999.0,-999.0,815.75,874.5,3333
159,1750951543770,-999.0,-999.0,817.25,875.25,3333
160,1750951543826,-999.0,-999.0,816.25,874.5,3333
161,1750951543869,-999.0,-999.0,816.0,874.0,3333
162,1750951543920,-999.0,-999.0,816.25,874.5,3333
163,1750951543973,-999.0,-999.0,815.75,874.5,3333
164,1750951544020,-999.0,-999.0,816.0,874.5,3333
165,1750951544081,-999.0,-999.0,815.0,873.75,3333
166,1750951544121,-999.0,-999.0,815.25,873.75,3333
167,1750951544173,-999.0,-999.0,816.25,873.5,3333
