frame_id,timestamp_ms,x,y,z,new_x,new_y,new_z,height_m,rpm
290,1750951431656,4.18668,3.7364,-5.47,3.41168,-1.2636,-0.1,4.51168,3636
291,1750951431703,2.80797,4.24292,-5.47,2.03297,-0.757077,-0.1,3.13297,3636
292,1750951431753,2.52396,3.62551,-5.47,1.74896,-1.37449,-0.1,2.84896,3636
293,1750951431807,5.44608,3.66876,-5.47,4.67108,-1.33124,-0.1,5.77108,3636
294,1750951431858,3.3216,3.31954,-5.47,2.5466,-1.68046,-0.1,3.6466,3636
297,1750951432005,4.37044,3.75249,-5.47,3.59544,-1.24751,-0.1,4.69544,3636
298,1750951432057,3.60923,2.75355,-5.47,2.83423,-2.24645,-0.1,3.93423,3636
299,1750951432105,4.5705,3.39416,-5.47,3.7955,-1.60584,-0.1,4.8955,3636
300,1750951432163,3.80534,2.3168,-5.47,3.03034,-2.6832,-0.1,4.13034,3636
301,1750951432205,5.72195,1.54875,-5.47,4.94695,-3.45125,-0.1,6.04695,3636
302,1750951432257,3.84358,2.05337,-5.47,3.06858,-2.94663,-0.1,4.16858,3636
303,1750951432305,4.86815,0.689557,-5.47,4.09315,-4.31044,-0.1,5.19315,3636
304,1750951432370,5.56752,0.818735,-5.47,4.79252,-4.18126,-0.1,5.89252,3636
305,1750951432411,3.81742,1.35934,-5.47,3.04242,-3.64066,-0.1,4.14242,3636
306,1750951432458,3.88593,1.39563,-5.47,3.11093,-3.60437,-0.1,4.21093,3636
307,1750951432508,2.90796,0.921962,-5.47,2.13296,-4.07804,-0.1,3.23296,3636
308,1750951432559,2.3555,0.600678,-5.47,1.5805,-4.39932,-0.1,2.6805,3636
309,1750951432621,5.15539,0.0265038,-5.47,4.38039,-4.9735,-0.1,5.48039,3636
310,1750951432661,5.22167,-0.0322975,-5.47,4.44667,-5.0323,-0.1,5.54667,3636
311,1750951432708,5.08049,-0.453726,-5.47,4.30549,-5.45373,-0.1,5.40549,3636
312,1750951432757,2.16749,-0.120246,-5.47,1.39249,-5.12025,-0.1,2.49249,3636
313,1750951432810,1.86585,-0.307345,-5.47,1.09085,-5.30734,-0.1,2.19085,3636
314,1750951432867,1.4733,-0.291057,-5.47,0.698303,-5.29106,-0.1,1.7983,3636
315,1750951432910,0.929106,-0.521208,-5.47,0.154106,-5.52121,-0.1,1.25411,3636
316,1750951432957,1.91192,-1.45695,-5.47,1.13692,-6.45695,-0.1,2.23692,3636
317,1750951433010,0.671068,-0.815397,-5.47,-0.103932,-5.8154,-0.1,0.996068,3636
318,1750951433059,1.61131,-1.91895,-5.47,0.836309,-6.91895,-0.1,1.93631,3636
319,1750951433110,-0.0834386,-0.931302,-5.47,-0.858439,-5.9313,-0.1,0.241561,3636
320,1750951433158,-0.644382,-1.49345,-5.47,-1.41938,-6.49345,-0.1,-0.319382,3636
321,1750951433209,-0.399667,-1.46381,-5.47,-1.17467,-6.46381,-0.1,-0.0746665,3636
325,1750951433412,2.38583,-3.51595,-5.47,1.61083,-8.51595,-0.1,2.71083,3636
326,1750951433458,1.71702,-2.70639,-5.47,0.942022,-7.70639,-0.1,2.04202,3636
327,1750951433512,1.29352,-2.21845,-5.47,0.518523,-7.21845,-0.1,1.61852,3636
328,1750951433559,1.82184,-2.7134,-5.47,1.04684,-7.7134,-0.1,2.14684,3636
329,1750951433612,1.93431,-2.37764,-5.47,1.15931,-7.37764,-0.1,2.25931,3636
330,1750951433660,4.6067,-3.54127,-5.47,3.8317,-8.54127,-0.1,4.9317,3636
